# DataThief /Users/tim/Dropbox/work/Projects/20_greenedge/datathief/./Hamano+15_Fig12a/Figure.png Tuesday 21-Apr-2020 4:08:35 PM
# T_surf (K), OLR (W/m^2)
1589.0103, 294.0939
1590.617, 294.0935
1592.2237, 294.093
1593.8303, 294.0925
1595.437, 294.0921
1597.0437, 294.0916
1598.6503, 294.0911
1600.257, 294.0907
1601.8638, 294.0902
1603.4704, 294.0897
1605.0771, 294.0893
1606.6838, 294.0888
1608.2905, 294.0883
1609.8972, 294.0879
1611.5039, 294.0874
1613.1105, 294.0869
1614.7172, 294.0865
1616.3239, 294.086
1617.9306, 294.0855
1619.5373, 294.0851
1621.144, 294.0846
1622.7506, 294.0841
1624.3573, 294.0836
1625.964, 294.0832
1627.5707, 294.0827
1629.1774, 294.0823
1630.7841, 294.0818
1632.3907, 294.0813
1633.9973, 294.0809
1635.604, 294.0804
1637.2107, 294.0799
1638.8175, 294.0795
1640.4242, 294.079
1642.0308, 294.4415
1643.6375, 294.441
1645.2442, 294.4405
1646.8509, 294.4401
1648.4576, 294.4396
1650.0643, 294.4392
1651.671, 294.4386
1653.2776, 294.4382
1654.8843, 294.4378
1656.491, 294.4373
1658.0977, 294.4369
1659.7044, 294.4364
1661.3111, 294.4359
1662.9177, 294.4355
1664.5244, 294.435
1666.1311, 294.4344
1667.7378, 294.4341
1669.3445, 294.4336
1670.9512, 294.4331
1672.5577, 294.4327
1674.1645, 294.4322
1675.7711, 294.4317
1677.3779, 294.4313
1678.9846, 294.4308
1680.5913, 294.4303
1682.1979, 294.4299
1683.8046, 294.4294
1685.4113, 294.4289
1687.018, 294.4285
1688.6247, 294.428
1690.2314, 294.4275
1691.838, 294.4271
1693.4447, 294.4266
1695.0514, 294.4261
1696.6581, 294.4257
1698.2648, 294.4252
1699.8715, 294.4247
1701.4781, 294.4243
1703.0848, 294.4238
1704.6915, 294.4233
1706.2982, 294.4229
1707.9049, 294.4224
1709.5116, 294.4219
1711.1183, 294.4215
1712.7248, 294.421
1714.3316, 294.4205
1715.9383, 294.4201
1717.545, 294.4196
1719.1517, 294.4191
1720.7584, 294.4187
1722.365, 294.4182
1723.9717, 294.7807
1725.5784, 294.7802
1727.1851, 294.7798
1728.7917, 294.7793
1730.3985, 294.7788
1732.0051, 294.7784
1733.6118, 294.7779
1735.2185, 294.7774
1736.8252, 294.777
1738.4319, 294.7765
1740.0386, 294.776
1741.6452, 294.7755
1743.2519, 294.7751
1744.8586, 294.7746
1746.4653, 294.7742
1748.072, 294.7737
1749.6787, 294.7732
1751.2852, 294.7728
1752.892, 294.7723
1754.4987, 294.7718
1756.1054, 294.7713
1757.7121, 294.7709
1759.3188, 294.7704
1760.9254, 294.77
1762.5321, 294.7694
1764.1388, 294.769
1765.7455, 294.7686
1767.3522, 294.7681
1768.9588, 294.7675
1770.5655, 294.7671
1772.1722, 294.7667
1773.7789, 294.7662
1775.3856, 294.7658
1776.9923, 294.7652
1778.599, 294.7648
1780.2057, 295.1273
1781.8123, 295.1269
1783.419, 295.1264
1785.0257, 295.1259
1786.6324, 295.1255
1788.2391, 295.125
1789.8458, 295.1245
1791.4524, 295.1241
1793.0591, 295.1236
1794.6658, 295.1231
1796.2725, 295.1227
1797.8792, 295.1222
1799.4859, 295.1217
1801.0925, 295.1213
1802.6992, 295.4838
1804.3059, 295.4833
1805.9125, 295.4828
1807.5192, 295.4824
1809.126, 295.4819
1810.7326, 295.4815
1812.3393, 295.4809
1813.946, 295.8435
1815.5527, 295.843
1817.1594, 295.8426
1818.7661, 295.842
1820.3728, 296.2046
1821.9794, 296.2041
1823.5861, 296.2037
1825.1928, 296.2032
1826.7995, 296.5657
1828.4062, 296.5653
1830.0129, 296.5648
1831.6195, 296.9273
1833.2262, 296.9268
1834.8329, 296.9264
1836.4396, 296.9259
1838.0463, 297.2884
1839.653, 297.2879
1841.2596, 297.2875
1842.8662, 297.287
1844.4729, 297.6495
1846.0796, 297.6491
1847.6864, 297.6486
1849.2931, 297.6481
1850.8997, 298.0106
1852.5064, 298.0102
1854.1131, 298.0097
1855.7198, 298.0092
1857.3265, 298.3717
1858.9332, 298.3713
1860.5398, 298.3708
1862.1465, 298.3703
1863.7532, 298.7328
1865.3599, 298.7324
1866.9666, 298.7319
1868.5733, 298.7314
1870.1799, 298.7309
1871.7866, 299.0935
1873.3933, 299.093
1875.0, 299.0926
1876.6067, 299.0921
1878.2134, 299.4546
1879.8201, 299.4541
1881.4267, 299.4537
1883.0334, 299.4532
1884.6401, 299.8157
1886.2468, 299.8152
1887.8535, 299.8148
1889.4602, 299.8143
1891.0668, 300.1768
1892.6735, 300.1764
1894.2802, 300.1759
1895.8869, 300.1754
1897.4936, 300.5379
1899.1003, 300.5375
1900.7069, 300.537
1902.3136, 300.5365
1903.9203, 300.899
1905.527, 300.8986
1907.1337, 300.8981
1908.7404, 300.8976
1910.347, 301.2602
1911.9537, 301.2597
1913.5604, 301.2591
1915.1671, 301.2588
1916.7738, 301.6213
1918.3805, 301.6208
1919.987, 301.6202
1921.5937, 301.6199
1923.2005, 301.9824
1924.8072, 301.9819
1926.4139, 301.9814
1928.0206, 301.9809
1929.6272, 302.3435
1931.2339, 302.343
1932.8406, 302.3426
1934.4473, 302.3421
1936.054, 302.7046
1937.6606, 302.7041
1939.2674, 302.7037
1940.874, 302.7032
1942.4807, 302.7027
1944.0874, 303.0652
1945.6941, 303.0648
1947.3008, 303.0643
1948.9075, 303.0638
1950.5141, 303.4263
1952.1208, 303.4259
1953.7275, 303.4254
1955.3342, 303.4249
1956.9409, 303.7875
1958.5476, 303.787
1960.1542, 303.7865
1961.7609, 304.149
1963.3676, 304.1486
1964.9743, 304.1481
1966.581, 304.1476
1968.1877, 304.5101
1969.7943, 304.5097
1971.401, 304.5091
1973.0077, 304.5087
1974.6143, 304.5083
1976.2211, 304.8708
1977.8277, 304.8702
1979.4344, 304.8699
1981.0411, 304.8694
1982.6478, 305.2319
1984.2545, 305.2314
1985.8612, 305.231
1987.4679, 305.2305
1989.0746, 305.593
1990.6812, 305.5925
1992.2879, 305.592
1993.8946, 305.5916
1995.5013, 305.9541
1997.108, 305.9537
1998.7147, 305.9532
2000.3213, 306.3157
2001.928, 306.3152
2003.5347, 306.3148
2005.1414, 306.6773
2006.7481, 306.6768
2008.3548, 307.0393
2009.9614, 307.0388
2009.9614, 307.4018
2011.5681, 307.7643
2013.1748, 307.7639
2014.7814, 308.1264
2014.7814, 308.4894
2016.3881, 308.4889
2017.9949, 308.8514
2019.6015, 308.8509
2019.6015, 309.2139
2021.2082, 309.5764
2022.8149, 309.576
2024.4216, 309.9385
2024.4216, 310.3014
2026.0283, 310.301
2027.635, 310.6635
2029.2416, 311.026
2030.8483, 311.0255
2030.8483, 311.3885
2032.455, 311.751
2034.0617, 311.7505
2035.6684, 312.1131
2037.2751, 312.4756
2038.8817, 312.838
2040.4884, 313.2006
2040.4884, 313.5636
2042.0951, 313.9261
2043.7018, 314.2886
2045.3085, 314.6511
2046.9152, 315.0136
2048.5219, 315.3761
2048.5219, 315.7391
2050.1285, 316.1016
2051.7351, 316.4641
2051.7351, 316.8271
2053.3418, 317.1896
2054.9485, 317.5521
2054.9485, 317.9151
2056.5553, 318.2776
2058.162, 318.6401
2059.7686, 319.0026
2059.7686, 319.3656
2061.3753, 319.7281
2062.982, 320.0906
2064.5887, 320.4531
2066.1954, 320.8155
2066.1954, 321.1786
2067.8021, 321.5411
2069.4087, 321.9036
2071.0154, 322.2661
2072.6221, 322.6286
2074.2288, 322.991
2075.8355, 323.3537
2077.4422, 323.7162
2079.0488, 324.0787
2080.6555, 324.4412
2080.6555, 324.8042
2082.2622, 325.1667
2083.8689, 325.5292
2083.8689, 325.8921
2083.8689, 326.2551
2085.4756, 326.6176
2085.4756, 326.9806
2087.0823, 327.3431
2087.0823, 327.7061
2088.6888, 328.0686
2088.6888, 328.4316
2090.2955, 328.7941
2090.2955, 329.1571
2090.2955, 329.5201
2091.9022, 329.8826
2091.9022, 330.2455
2093.509, 330.608
2093.509, 330.971
2095.1157, 331.3335
2095.1157, 331.6965
2096.7224, 332.059
2096.7224, 332.422
2098.329, 332.7845
2098.329, 333.1475
2099.9357, 333.51
2099.9357, 333.873
2101.5424, 334.2355
2101.5424, 334.5985
2103.1491, 334.9609
2103.1491, 335.3239
2104.7558, 335.6865
2104.7558, 336.0493
2106.3625, 336.4119
2106.3625, 336.7749
2107.9691, 337.1374
2107.9691, 337.5004
2109.5758, 337.8629
2111.1825, 338.2254
2112.7892, 338.5878
2112.7892, 338.9508
2114.3959, 339.3134
2116.0026, 339.6759
2116.0026, 340.0389
2116.0026, 340.4019
2117.6093, 340.7644
2117.6093, 341.1274
2119.2159, 341.4899
2119.2159, 341.8529
2119.2159, 342.2158
2120.8226, 342.5783
2120.8226, 342.9413
2120.8226, 343.3043
2122.4293, 343.6667
2122.4293, 344.0298
2122.4293, 344.3928
2124.036, 344.7553
2124.036, 345.1182
2124.036, 345.4812
2125.6427, 345.8437
2125.6427, 346.2067
2125.6427, 346.5697
2125.6427, 346.9327
2127.2494, 347.2952
2127.2494, 347.6581
2127.2494, 348.0211
2127.2494, 348.3841
2128.8559, 348.7466
2128.8559, 349.1096
2128.8559, 349.4726
2128.8559, 349.8355
2130.4627, 350.1981
2130.4627, 350.561
2130.4627, 350.924
2130.4627, 351.287
2132.0694, 351.6495
2132.0694, 352.0125
2132.0694, 352.3754
2133.6761, 352.738
2133.6761, 353.1009
2133.6761, 353.4639
2135.2828, 353.8264
2135.2828, 354.1894
2135.2828, 354.5524
2135.2828, 354.9153
2136.8895, 355.2779
2136.8895, 355.6408
2136.8895, 356.0038
2138.4961, 356.3663
2138.4961, 356.7292
2138.4961, 357.0923
2140.1028, 357.4548
2140.1028, 357.8178
2140.1028, 358.1807
2141.7095, 358.5432
2141.7095, 358.9062
2141.7095, 359.2692
2143.3162, 359.6317
2143.3162, 359.9947
2143.3162, 360.3577
2144.9229, 360.7202
2144.9229, 361.0831
2144.9229, 361.4461
2146.5295, 361.8086
2146.5295, 362.1716
2148.1362, 362.5341
2148.1362, 362.8971
2148.1362, 363.2601
2149.7429, 363.6226
2149.7429, 363.9856
2149.7429, 364.3485
2151.3496, 364.7109
2151.3496, 365.074
2152.9563, 365.4365
2152.9563, 365.7995
2152.9563, 366.1625
2154.563, 366.525
2154.563, 366.888
2154.563, 367.2509
2156.1697, 367.6135
2156.1697, 367.9764
2156.1697, 368.3394
2157.7763, 368.7019
2157.7763, 369.0649
2157.7763, 369.4279
2159.383, 369.7904
2159.383, 370.1534
2159.383, 370.5163
2160.9897, 370.8788
2160.9897, 371.2418
2162.5964, 371.6042
2162.5964, 371.9673
2162.5964, 372.3303
2164.2031, 372.6928
2164.2031, 373.0558
2164.2031, 373.4187
2164.2031, 373.7816
2165.8098, 374.1442
2165.8098, 374.5072
2165.8098, 374.8702
2167.4165, 375.2327
2167.4165, 375.5957
2167.4165, 375.9586
2167.4165, 376.3216
2169.0231, 376.6841
2169.0231, 377.0471
2169.0231, 377.4101
2169.0231, 377.7731
2170.6298, 378.1356
2170.6298, 378.4985
2170.6298, 378.8615
2170.6298, 379.2245
2172.2365, 379.587
2172.2365, 379.95
2172.2365, 380.313
2172.2365, 380.6759
2173.8432, 381.0384
2173.8432, 381.4014
2173.8432, 381.7644
2173.8432, 382.1274
2173.8432, 382.4904
2175.4499, 382.8529
2175.4499, 383.2158
2175.4499, 383.5788
2175.4499, 383.9418
2175.4499, 384.3048
2177.0566, 384.6673
2177.0566, 385.0303
2177.0566, 385.3932
2177.0566, 385.7562
2178.6632, 386.1187
2178.6632, 386.4817
2178.6632, 386.8447
2178.6632, 387.2076
2178.6632, 387.5706
2180.2699, 387.9331
2180.2699, 388.2961
2180.2699, 388.6591
2180.2699, 389.0221
2180.2699, 389.385
2180.2699, 389.748
2180.2699, 390.111
2180.2699, 390.474
2180.2699, 390.8369
2181.8766, 391.1995
2181.8766, 391.5624
2181.8766, 391.9254
2181.8766, 392.2884
2181.8766, 392.6514
2181.8766, 393.0143
2183.4833, 393.3768
2183.4833, 393.7398
2183.4833, 394.1028
2183.4833, 394.4658
2183.4833, 394.8288
2183.4833, 395.1917
2183.4833, 395.5547
2183.4833, 395.9177
2183.4833, 396.2807
2185.09, 396.6432
2185.09, 397.0061
2185.09, 397.3691
2186.6966, 397.7316
2186.6966, 398.0946
2186.6966, 398.4576
2186.6966, 398.8206
2186.6966, 399.1835
2186.6966, 399.5465
2186.6966, 399.9095
2186.6966, 400.2725
2188.3033, 400.635
2188.3033, 400.998
2188.3033, 401.3609
2188.3033, 401.7239
2188.3033, 402.0869
2188.3033, 402.4499
2188.3033, 402.8128
2188.3033, 403.1758
2188.3033, 403.5388
2188.3033, 403.9018
2188.3033, 404.2647
2188.3033, 404.6277
2188.3033, 404.9907
2188.3033, 405.3537
2188.3033, 405.7166
2188.3033, 406.0796
2189.91, 406.4421
2189.91, 406.8051
2189.91, 407.1681
2189.91, 407.5311
2189.91, 407.894
2189.91, 408.257
2189.91, 408.62
2189.91, 408.983
2189.91, 409.3458
2189.91, 409.7088
2189.91, 410.0719
2189.91, 410.4349
2189.91, 410.7978
2189.91, 411.1608
2189.91, 411.5238
2189.91, 411.8868
2191.5167, 412.2493
2191.5167, 412.6122
2191.5167, 412.9752
2191.5167, 413.3382
2191.5167, 413.7012
2191.5167, 414.0642
2191.5167, 414.4271
2191.5167, 414.7901
2191.5167, 415.1531
2191.5167, 415.5161
2191.5167, 415.8791
2191.5167, 416.242
2191.5167, 416.605
2191.5167, 416.968
2191.5167, 417.331
2193.1234, 417.6935
2193.1234, 418.0564
2193.1234, 418.4194
2193.1234, 418.7824
2193.1234, 419.1454
2193.1234, 419.5083
2193.1234, 419.8713
2193.1234, 420.2343
2193.1234, 420.5973
2193.1234, 420.9603
2193.1234, 421.3232
2193.1234, 421.6862
2193.1234, 422.0492
2193.1234, 422.4122
2193.1234, 422.7751
2193.1234, 423.1381
2194.7301, 423.5006
2194.7301, 423.8636
2194.7301, 424.2266
2194.7301, 424.5896
2194.7301, 424.9525
2194.7301, 425.3155
2194.7301, 425.6785
2194.7301, 426.0415
2194.7301, 426.4043
2194.7301, 426.7673
2194.7301, 427.1304
2196.3368, 427.4929
2196.3368, 427.8559
2196.3368, 428.2187
2196.3368, 428.5817
2196.3368, 428.9447
2196.3368, 429.3078
2196.3368, 429.6707
2196.3368, 430.0337
2196.3368, 430.3967
2196.3368, 430.7597
2196.3368, 431.1227
2196.3368, 431.4856
2196.3368, 431.8486
2196.3368, 432.2116
2196.3368, 432.5746
2196.3368, 432.9375
2196.3368, 433.3005
2196.3368, 433.6635
2196.3368, 434.0265
2196.3368, 434.3894
2197.9434, 434.752
2197.9434, 435.1149
2197.9434, 435.4779
